Property,Owner / Operator,Type,Rent pw,Rent pcm,Rent pa,Minimum Weeks,Area sqm,Area sqft,£psf pa,Address,url
Spring Mews London,Fresh,Economy En Suite,286,1215.5,14586,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,Single En Suite,280,1190.0,14280,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,Bronze En Suite,299,1270.75,15249,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,Silver En Suite,325,1381.25,16575,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,Gold En Suite,339,1440.75,17289,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,Bronze Studio,365,1551.25,18615,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,Silver Studio,385,1636.25,19635,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,Gold Studio,429,1823.25,21879,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,2 Bed Flat Platinum - Second Room,405,1721.25,20655,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,2 Bed Flat Platinum - Master Room,419,1780.75,21369,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,2 Bed Flat Diamond - Second Room,421,1789.25,21471,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,2 Bed Flat Diamond - First Room,422,1793.5,21522,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,2 Bed Flat Diamond - Master Room,438,1861.5,22338,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Spring Mews London,Fresh,1 Bed Flat - Diamond,700,2975.0,35700,51,,,,"10 Tinworth Street, London, SE11 5AL",https://www.mystudenthalls.com/student-accommodation/london/spring-mews-london/
Davidson House,Fresh ,Classic En Suite,204,867.0,10404,51,,,,"3-5 Penrhyn Road, Kingston Upon Thames, London, KT1 2BT",https://www.mystudenthalls.com/student-accommodation/london/davidson-house/
Davidson House,Fresh ,Premium En Suite,214,909.5,10914,51,,,,"3-5 Penrhyn Road, Kingston Upon Thames, London, KT1 2BT",https://www.mystudenthalls.com/student-accommodation/london/davidson-house/
Davidson House,Fresh ,Deluxe Studios,270,1147.5,13770,51,,,,"3-5 Penrhyn Road, Kingston Upon Thames, London, KT1 2BT",https://www.mystudenthalls.com/student-accommodation/london/davidson-house/
Grand Felda House,CRM Students,5-Bed En-Suite Bronze,180,765.0,9180,51,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,5-Bed En-Suite Bronze,215,788.33,9460,44,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,5-Bed En-Suite Bronze,225,787.5,9450,42,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,3 Bed Apartment,179,760.75,9129,51,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,3 Bed apartment,189,693.0,8316,44,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,2 Bed Apartment,185,786.25,9435,51,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,2 Bed Apartment,199,729.67,8756,44,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,4-Bed Custer En-Suite,225,825.0,9900,44,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,Single Accessible,235,998.75,11985,51,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,Studio,220,935.0,11220,51,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,Studio,230,843.33,10120,44,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,5 Bed En-suite Upper Floors,225,825.0,9900,44,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,5 Bed En-suite Upper Floors,230,805.0,9660,42,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,Upper Floor Studio,219,930.75,11169,51,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
Grand Felda House,CRM Students,Upper Floor Studio,240,880.0,10560,44,,,,"Empire Way, Wembley, London, HA9 0EF",https://www.mystudenthalls.com/student-accommodation/london/grand-felda-house/
The Hub,Host,Twin Studio,240,1020.0,12240,51,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
The Hub,Host,Classic Studio,300,600.0,7200,24,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
The Hub,Host,Classic Studio,306,1122.0,13464,44,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
The Hub,Host,Classic Studio,301,1279.25,15351,51,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
The Hub,Host,Studio,320,1173.33,14080,44,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
The Hub,Host,Studio,315,1338.75,16065,51,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
The Hub,Host,Studio,314,628.0,7536,24,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
The Hub,Host,Deluxe Studio,339,1243.0,14916,44,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
The Hub,Host,Deluxe Studio,334,1419.5,17034,51,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
The Hub,Host,Premium Studio,330,1210.0,14520,44,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
The Hub,Host,Premium Studio,325,1381.25,16575,51,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
The Hub,Host,Premium Studio,324,648.0,7776,24,,,,"21-25 South Lambeth Road, London, SW8 1SU",https://www.mystudenthalls.com/student-accommodation/london/the-hub-london/
Smart Student Accommodation,Smart Student Accommodation ,Silver - Self Contained Studio,260,1105.0,13260,51,,,,"3-5 Thane Villas, London, London, N7 7PH",https://www.mystudenthalls.com/student-accommodation/london/smart-student-accommodation/
Smart Student Accommodation,Smart Student Accommodation ,GOLD & GOLD plus Self contained Studio,270,112.5,1350,5,,,,"3-5 Thane Villas, London, London, N7 7PH",https://www.mystudenthalls.com/student-accommodation/london/smart-student-accommodation/
Smart Student Accommodation,Smart Student Accommodation ,Platinum Studios,290,120.83,1450,5,,,,"3-5 Thane Villas, London, London, N7 7PH",https://www.mystudenthalls.com/student-accommodation/london/smart-student-accommodation/
Smart Student Accommodation,Smart Student Accommodation ,The Penthouse!,360,150.0,1800,5,,,,"3-5 Thane Villas, London, London, N7 7PH",https://www.mystudenthalls.com/student-accommodation/london/smart-student-accommodation/
Smart Student Accommodation,Smart Student Accommodation ,Twin Room,195,828.75,9945,51,,,,"3-5 Thane Villas, London, London, N7 7PH",https://www.mystudenthalls.com/student-accommodation/london/smart-student-accommodation/
Felda House (Wembley),CRM Students,En-Suite,180,765.0,9180,51,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Standard En-Suite,190,807.5,9690,51,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Standard En-Suite,208,762.67,9152,44,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Upper Floor En-Suite,197,837.25,10047,51,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Upper Floor En-Suite,214,784.67,9416,44,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Bronze Studio,249,913.0,10956,44,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Bronze Studio,238,1011.5,12138,51,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Silver Studio,244,1037.0,12444,51,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Gold Studio Accessible,249,1058.25,12699,51,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Gold Studio Accessible,259,949.67,11396,44,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Platinum Studio,264,1122.0,13464,51,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Penthouse,285,1211.25,14535,51,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Platinum Penthouse,312,1326.0,15912,51,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
Felda House (Wembley),CRM Students,Platinum Studio Accessible,264,1122.0,13464,51,,,,"Felda House (Wembley), 575 North End Road, London, HA9 0UU",https://www.mystudenthalls.com/student-accommodation/london/felda-house-wembley/
iQ Shoreditch,iQ Student Accommodation,Bronze Studio,365,486.67,5840,16,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,Bronze Studio Plus,385,513.33,6160,16,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,Silver Studio,383,510.67,6128,16,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,Gold Studio,431,1544.42,18533,43,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,Gold Studio Plus,445,1594.58,19135,43,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,Platinum Studio,472,1691.33,20296,43,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,Platinum Studio Plus,493,1766.58,21199,43,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,Silver Studio Plus,407,1458.42,17501,43,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,2 Bed Apartment,327,1389.75,16677,51,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,2 Bed Apartment Plus,338,1436.5,17238,51,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,Diamond Apartment,572,2431.0,29172,51,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,Platinum Penthouse,514,2184.5,26214,51,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,Platinum Penthouse Plus,538,2286.5,27438,51,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
iQ Shoreditch,iQ Student Accommodation,Platinum Studio Acc,472,2006.0,24072,51,,,,"2 Silicon Way, London, London, N1 6DD",https://www.mystudenthalls.com/student-accommodation/london/iq-shoreditch/
Manna Ash House,Sanctuary Students,Standard en-suite room,280,1166.67,14000,50,,,,"8-16 Pocock Street, London, SE1 0BW",https://www.mystudenthalls.com/student-accommodation/london/manna-ash-house/
Manna Ash House,Sanctuary Students,Studio flat,320,1333.33,16000,50,,,,"8-16 Pocock Street, London, SE1 0BW",https://www.mystudenthalls.com/student-accommodation/london/manna-ash-house/
urbanest Vauxhall,urbanest Student Accommodation,Vauxhall Studio Apartment,399,1695.75,20349,51,,,,"5 Miles Street, London, SW8 1SD",https://www.mystudenthalls.com/student-accommodation/london/urbanest-vauxhall/
iQ Will Wyatt Court,iQ Student Accommodation,Bronze En Suite,279,1023.0,12276,44,,,,"168 Pitfield Street, Hoxton, London, N1 6JP",https://www.mystudenthalls.com/student-accommodation/london/iq-will-wyatt-court/
iQ Will Wyatt Court,iQ Student Accommodation,Bronze En Suite DDA,279,1023.0,12276,44,,,,"168 Pitfield Street, Hoxton, London, N1 6JP",https://www.mystudenthalls.com/student-accommodation/london/iq-will-wyatt-court/
iQ Will Wyatt Court,iQ Student Accommodation,Gold En Suite,295,1081.67,12980,44,,,,"168 Pitfield Street, Hoxton, London, N1 6JP",https://www.mystudenthalls.com/student-accommodation/london/iq-will-wyatt-court/
iQ Will Wyatt Court,iQ Student Accommodation,Gold En Suite DDA,318,1166.0,13992,44,,,,"168 Pitfield Street, Hoxton, London, N1 6JP",https://www.mystudenthalls.com/student-accommodation/london/iq-will-wyatt-court/
iQ Will Wyatt Court,iQ Student Accommodation,Silver En Suite,284,1041.33,12496,44,,,,"168 Pitfield Street, Hoxton, London, N1 6JP",https://www.mystudenthalls.com/student-accommodation/london/iq-will-wyatt-court/
iQ Will Wyatt Court,iQ Student Accommodation,Silver En Suite Plus,289,1059.67,12716,44,,,,"168 Pitfield Street, Hoxton, London, N1 6JP",https://www.mystudenthalls.com/student-accommodation/london/iq-will-wyatt-court/
iQ Will Wyatt Court,iQ Student Accommodation,Gold En Suite Plus,300,1275.0,15300,51,,,,"168 Pitfield Street, Hoxton, London, N1 6JP",https://www.mystudenthalls.com/student-accommodation/london/iq-will-wyatt-court/
iQ Will Wyatt Court,iQ Student Accommodation,Platinum En Suite Plus,318,1351.5,16218,51,,,,"168 Pitfield Street, Hoxton, London, N1 6JP",https://www.mystudenthalls.com/student-accommodation/london/iq-will-wyatt-court/
iQ Haywood House,iQ Student Accommodation,Gold En Suite,336,1232.0,14784,44,,,,"Haywood House, Blackburn Road, London, NW6 1RZ",https://www.mystudenthalls.com/student-accommodation/london/iq-haywood-house/
iQ Haywood House,iQ Student Accommodation,Silver En Suite Plus,299,1096.33,13156,44,,,,"Haywood House, Blackburn Road, London, NW6 1RZ",https://www.mystudenthalls.com/student-accommodation/london/iq-haywood-house/
iQ Haywood House,iQ Student Accommodation,Silver En Suite ,289,1059.67,12716,44,,,,"Haywood House, Blackburn Road, London, NW6 1RZ",https://www.mystudenthalls.com/student-accommodation/london/iq-haywood-house/
